id,title,abstract
2596,optical microscopy is one of the oldest scientific instruments that is still use,"optical microscopy is one of the oldest scientific instruments that is still used in forefront research . 
 ernst abbe s nineteenth century formulation of the resolution limit in microscopy let generations of scientists believe that optical studies of individual molecules and resolving sub - wavelength structures were not feasible . the nobel prize in 2014 for super - resolution fluorescence microscopy marks a clear recognition that the old beliefs have to be revisited . in this article , we present a critical overview of various recent developments in optical microscopy . 
 in addition to the popular super - resolution fluorescence methods , we discuss the prospects of various other techniques and imaging contrasts and consider some of the fundamental and practical challenges that lie ahead . 
 [ 1995/12/01 ]"
2597,a nematic quantum critical point is anticipated to exist in the superconducting,"a nematic quantum critical point is anticipated to exist in the superconducting dome of some high - temperature superconductors . 
 the nematic order competes with the superconducting order and hence reduces the superconducting condensate at @xmath0 . 
 moreover , the critical fluctuations of nematic order can excite more nodal quasiparticles out of the condensate . 
 we address these two effects within an effective field theory and show that superfluid density @xmath1 and superconducting temperature @xmath2 are both suppressed strongly by the critical fluctuations . 
 the strong suppression of superconductivity provides a possible way to determine the nematic quantum critical point ."
2598,we combine new high sensitivity ultraviolet ( uv ) imaging from the wide field c,"we combine new high sensitivity ultraviolet ( uv ) imaging from the wide field camera 3 ( wfc3 ) on the hubble space telescope ( hst ) with existing deep hst / advanced camera for surveys ( acs ) optical images from the great observatories origins deep survey ( goods ) program to identify uv - dropouts , which are lyman break galaxy ( lbg ) candidates at @xmath0 . 
 these new hst / wfc3 observations were taken over 50  arcmin@xmath1  in the goods - south field as a part of the early release science program . 
 the uniqueness of these new uv data is that they are observed in 3 uv / optical ( wfc3 uvis ) channel filters ( f225w , f275w and f336w ) , which allows us to identify three different sets of uv - dropout samples . 
 we apply lyman break dropout selection criteria to identify f225w- , f275w- and f336w - dropouts , which are @xmath2 , @xmath3 and @xmath4 lbg candidates , respectively . 
 we use multi - wavelength imaging combined with available spectroscopic and photometric redshifts to carefully access the validity of our uv - dropout candidates . 
 our results are as follows : ( 1 ) these wfc3 uvis filters are very reliable in selecting lbgs with @xmath5 , which helps to reduce the gap between the well studied @xmath6 and @xmath7 regimes ; ( 2 ) the combined number counts with average redshift @xmath8 agrees very well with the observed change in the surface densities as a function of redshift when compared with the higher redshift lbg samples ; and ( 3 ) the best - fit schechter function parameters from the rest - frame uv luminosity functions at three different redshifts fit very well with the evolutionary trend of the characteristic absolute magnitude , @xmath9 , and the faint - end slope , @xmath10 , as a function of redshift . 
 this is the first study to illustrate the usefulness of the wfc3 uvis channel observations to select @xmath11 lbgs . 
 the addition of the new wfc3 on the hst has made it possible to uniformly select lbgs from @xmath12 to @xmath13 , and significantly enhance our understanding of these galaxies using hst sensitivity and resolution ."
2599,since the experimental realisation of the integer quantised hall effect in a two,"since the experimental realisation of the integer quantised hall effect in a two dimensional electron system subject to strong perpendicular magnetic fields in 1980 , a central question has been the interrelation between the conductance quantisation and the topological properties of the system . 
 it is conjectured that if the electron system is described by a bloch hamiltonian , then the system is insulating in the bulk of the sample throughout the quantised hall plateau due to magnetic field induced energy gap . 
 meanwhile , the system is conducting at the edges resembling a 2 + 1 dimensional topological insulator without the time - reversal symmetry . 
 however , the validity of this conjecture remains unclear for finite size , non - periodically bounded real hall bar devices . 
 here we show experimentally that the close relationship proposed between the quantised hall effect and the topological bulk insulator is prone to break for specific magnetic field intervals within the plateau evidenced by our magneto - transport measurements performed on gaas / algaas high purity hall bars with two inner contacts embedded to bulk . 
 our data presents a similar behaviour also for fractional states , in particular for 2/3 , 3/5 and 4/3 . 
 the mutual relation between the integer quantised hall effect  @xcite ( iqhe ) and topology is a reoccurring theme . 
 @xcite salient features of the iqhe are the precise hall conductance measured as integer multiples of the conductance quanta @xmath0 ( @xmath1 is the elementary charge and @xmath2 is the planck constant ) accompanied by zero longitudinal resistance at certain magnetic field intervals . 
 the robustness of the iqhe against material systems points to a universal origin , which is claimed to be the topology of the system  @xcite and relies on a key argument : the bulk of the two dimensional electron system ( 2des ) is incompressible . 
 @xcite for the iqhe , the incompressible state is a direct consequence of the quantising magnetic field @xmath3 localising the electrons when the fermi energy @xmath4 falls a landau gap . 
 hence , due to the lack of available states the bulk is insulating , while the number of landau levels below @xmath4 determines the filling factor @xmath5 . in the case of the fractional quantised hall effect 
 the energy gap emanates from many - body interactions , based on exchange and correlation effects , and @xmath5 assumes some particular fractional numbers . 
 @xcite quite generally , the bulk insulating region is assumed to be incompressible and provides a scattering free region between the probe contacts . 
 the rationale behind the relation between the incompressible topological bulk insulator and the conductance quantisation stems from the mathematical map between the landau hamiltonian and the bloch hamiltonian defined on a periodic system , which can be well understood physically in terms of the berry phase . 
 @xcite each time the field is increased by one magnetic flux quantum @xmath6 @xmath7 , an electron is adiabatically transferred from one edge of the cylinder to the other edge ( cf . supplementary material fig.4 ) , keeping the geometrical phase protected . in the standard picture , the charge transport along the edges is described by the single particle , i.e. , non - interacting , edge states which form due to level bending imposed by the boundary conditions . the transport is regarded as non - local and dissipationless . 
 @xcite assuming periodic boundaries , the hall conductance @xmath8 is a topological invariant , namely the chern number , which can be elegantly proven using the kubo formalism . in the case of the iqhe with @xmath9 
 the filling factor @xmath5 is the chern number . 
 @xcite within the single - particle approaches , adding two inner contacts to the bulk of the system modifies the topology . 
 hence , conductance quantisation should be severely affected , unless the bulk insulating state remains unchanged . to probe whether the bulk remains incompressible 
 one can impose an external excitation between the inner contacts and measure the potential difference as a function of magnetic field . 
 different from typical hall experiments , here one does not only measures the resistance @xmath10 but measures the impedance @xmath11 to explore the contribution from the capacitance @xmath12 . 
 the impedance is evaluated as @xmath13 , @xmath14 being the frequency of the ac excitation . here 
 , the ( quantum ) capacitance is given by @xmath15 , and @xmath16 is the thermodynamic density of states ( tdos ) at @xmath4 . 
 since , the bulk is incompressible due to @xmath17 throughout the conductance plateau , the capacitance vanishes and impedance diverges to infinity for an ideally pure 2des at @xmath18 .    * the experimental setup and measured voltages at base temperature . * * a , * the sem image of the hall bar defined on high purity gaas / algaas wafer , together with the measurement setup . a 26 mv@xmath19 ac voltage excitation is imposed between source - drain contacts ( s and d , at 8.54 hz ) ) @xmath20 and inner contacts ( a - b , 4 mv@xmath19 at 11.5 hz ) @xmath21 , simultaneously . 
 the hall potential @xmath22 is measured between contacts 1 - 4 or 2 - 3 , whereas longitudinal voltage difference is measured between contacts 1 - 2 or 3 - 4 . 
 * b , * the hall potential measured between contacts 1 - 4 ( broken ( black ) line ) and @xmath23 ( thick solid ( blue ) line ) as a function of magnetic field @xmath3 , while imposing ac excitations between contacts a - b and s - d 
 . we also checked that there is no correlation between @xmath23 and @xmath20 by observing the measured potential differences without one of the excitations . 
 shaded ares depict the constant @xmath23 subintervals observed for @xmath24 and 2/3 , which are zoomed in * c , d , e * , respectively . 
 the vertical long - lines indicate the plateau intervals , whereas their relative centres are indicated by vertical short - lines with circles . 
 the constant voltage intervals are determined by a percentage error of % 1 , corresponding to an absolute error less than @xmath25 . ]    in contrast to the above single particle description of the iqhe , it is proposed that the direct coulomb interaction modifies the electronic distribution and the bulk becomes compressible also within the plateau , i.e. the bulk behaves like a metal with high density of states at @xmath4 . 
 @xcite in this situation , the incompressible states ( or commonly called strips ) reside at the edges of the sample , due to homologous level bending of the 1d edge - states . under these conditions 
 , it is predicted that one can drive an excitation between the inner contacts and measure a finite impedance , without disturbing the perfect quantisation . 
 @xcite inspired by this proposal , it is interesting to determine the effects of inner contacts on the hall conductance when imposing an excitation between them . it is possible to find few similar attempts in the literature to clarify the incompressibility of the bulk , however , most of the experiments utilise indirect measurement techniques , such as capacitive coupling , scanning force microscopy or single electron transistors ,  @xcite where the samples usually are either low purity ( @xmath26 @xmath27/vs ) and/or large in dimensions ( @xmath28 m ) .    here 
 we investigate directly the bulk transport properties of a topologically modified hall bar using our tlm 400 dilution fridge equipped with a 20 tesla super - conducting magnet at low temperatures ( @xmath29 mk ) . 
 the potential difference between the inner contacts is measured simultaneously with a standard hall characterisation while an ac excitation voltage is imposed . 
 we find that the bulk of the hall bar is not entirely insulating all along the conductance plateaus . 
 this observation is in perfect agreement with the predictions of the interaction theory of the iqhe , however , challenges the single particle theories , which incontestably assume an insulating bulk in the plateau interval regardless of the magnetic field strength . 
 the experimental findings will lead to reexamine the existing theories of the iqhe from a more general topological point of view and open new a horizon in investigating the relation between topological insulators and quantised hall effect . 
 * experiments at base temperature *    in fig.[fig:1]a we show the sem image of our 10 @xmath30 m wide hall bar together with the sketch of the experimental setup . 
 the 2des is created in a high purity ( @xmath31 @xmath27/vs , after illumination ) gaas / algaas heterostructure residing 130 nm below the surface . 
 the transport experiments are repeated for three different thermal cycles , at dark and after illumination considering two different hall bars to eliminate specific sample properties . 
 we found that all measurements present very similar salient features . 
 fig.[fig:1]b depicts measured @xmath22 ( broken lines ) between contacts 1 and 4 , where a 26 mv root mean square @xmath20 excitation is imposed at base temperature @xmath32 mk ( electron temperature @xmath33 80 mk ) , corresponding to an excitation current of 0.4 na , sufficiently small to prevent heating effects . 
 the thick solid line depicts @xmath23 , where couple of spikes for @xmath34 t is observed , each corresponding to an integer @xmath5 . 
 similar spike - like features are also observed in the intervals @xmath35 t @xmath36 t and @xmath37 t @xmath38 t for which one can assign fractional states with @xmath39 11/7 , 4/3 , 3/5 , etc . in contradistinction to mentioned spikes , for @xmath40 , 1 and 2/3 we observe a constant @xmath23 ( highlighted by shaded ares ) in a subinterval of the corresponding hall plateau . 
 the related filling factors are enlarged at the bottom panel , fig . 
 [ fig:1](c)-(e ) . 
 we attribute this behaviour to a well established bulk incompressible region as we will explain in the following . 
 even grippingly , on both sides of the plateaus @xmath23 takes values similar to that of which are completely out of the plateau intervals . 
 a homologous behaviour is also observed for the fractional state 2/3 , as shown in fig . 
 [ fig:1]e . 
 the variation of @xmath23 is of primary importance pointing a compressible bulk in spite of a simultaneously measured quantised hall plateau . 
 after a first glance at the experimental data , the questions are : why is @xmath23 constant only for a specific @xmath3 subinterval and is it quantised ? 
 what is the mechanism behind the observed asymmetry with respect to the centre of the plateau and how the quantised @xmath22 and @xmath23 compare with longitudinal potential difference ? in the next section we will answer these questions within the screening theory of the iqhe . 
 * discussion *    we base our model on the formation of the compressible and the incompressible strips resulting from electron - electron interactions and the confinement . since the non - interacting single particle picture yields a stepwise density distribution violating the electrostatic equilibrium ( cf . supplementary material fig.5 ) , it is propounded that the 2des comprises local insulator - like incompressible regions surrounded by metal - like compressible regions . 
 strips with integer @xmath5 emanate from direct coulomb ( hartree ) interaction , whereas , the strips assuming fractional filling factors account on many - body interactions . 
 taking into account interactions and lateral confinement results in the fact that the incompressible region(s ) can reside at the bulk , as well as along the edges . 
 the former is called the bulk incompressible region , whereas the later is called the edge incompressible strip . the spatial distribution and the widths of the incompressible strips 
 are determined by the external @xmath3 field , the density gradient , the temperature and most importantly by the energy gap , as clarified both analytical and self - consistent numerical calculations . 
 @xcite assuming a constant @xmath4 , the evolution of the incompressible regions with changing @xmath3 field can be summarised as follows : let us start with a situation where the field is sufficiently high and only the lowest landau level is partially filled , hence , the average filling factor is less than 2 ( neglecting the spin degeneracy ) . due to the lateral confinement , 
 the spatial distribution of the electron density is inhomogeneous such that it reaches its highest value close to the centre ( at the bulk ) whereas gradually decreases towards the edges and vanishes at the boundaries . 
 therefore , @xmath41 is larger than that of at the edges . 
 * graphical sketches of the electron density together with the measured voltages . * 
 central figure : the measured voltages @xmath22 ( solid thin ( black ) line ) , @xmath42 ( solid thick ( red ) line ) and @xmath23 ( broken ( blue ) line ) . 
 vertical lines are guide to eye to separate different cases depicted in * a - f*. in graphical sketches , colour gradient depicts the electron density distribution and boxes denote contacts ( blue : probe contacts - red : inner contacts - yellow : source and drain contacts . ) . 
 black regions identify incompressible regions , whereas dashed lines correspond to thermodynamically compressible strips . * 
 b - f * , the spatial distribution and widths of incompressible regions together with corresponding electric circuit of each case . here 
 @xmath43 and @xmath44 denote the contact and compressible bulk resistances respectively , while @xmath45 depicts the bulk capacitance and @xmath46 the capacitance of the encircling strips . ] 
 once the @xmath3 field is decreased , the fermi energy falls into the landau gap at the bulk yielding @xmath47 , hence the bulk becomes incompressible . 
 this resembles the single - particle description of the iqhe , where the @xmath22 is quantised and @xmath42 vanishes . 
 further decrease of the field results in a situation where the incompressible regions shift towards edges and become narrow , due to the electron density gradient . 
 the transport properties and evolution of strips along the edges are the well understood both experimentally and theoretically,@xcite and guarantee quantised @xmath22 together with vanishing @xmath42 by the thermodynamical and the electrical decoupling of the probe contacts . 
 namely , scattering between contacts is prohibited by the incompressible regions between them . 
 here we used the fundamental principle of thermodynamics in determining the ( in)compressibility of the strips : thermodynamical quantities are physically meaningful only if there are sufficiently large number of particles , which dictates a lower bound for the length scales . at @xmath18 this length is the fermi wavelength , @xmath48 , since only the electrons at @xmath4 contribute to current . 
 therefore once the width of the incompressible strip becomes comparable or less than @xmath48 , assigning incompressibility to strips become meaningless , physically . 
 hence , it is thermodynamically reasonable to expect that at a certain @xmath3 field the width of incompressible strips become narrower than @xmath48 and scattering between neighbouring compressible regions and thereby the probe contacts is possible . in this situation 
 , @xmath42 becomes finite and @xmath22 deviates from its quantised value . 
 the schematic presentation of the above discussion is depicted in fig.[fig:2 ] , with increasing @xmath3 from ( a ) to ( f ) where the filling factor distribution of a hall bar is shown which comprises two inner contacts . 
 the electron density gradient is depicted by the colour gradient , whereas the incompressible regions are shown by black . 
 similar to edges , incompressible strips form in the close vicinity of inner contacts , where the broken lines denote the case where the strips become  leaky "" both thermodynamically and electrically . 
 * the temperature dependency of the inner voltage difference * * a , * the 12 tesla wide span of @xmath23 for various temperatures , while excitations are @xmath49 mv and @xmath50 mv fixed to sufficiently small voltages to prevent additional heating . 
 * b - d , * the zoomed in filling factors together with the corresponding hall plateaus . ]    in the following discussion we will assume spin degeneracy initially , since the mechanism to elucidate experiments is independent of the particular nature of the energy gap . 
 we start our investigation with a situation where the lowest landau level is partially occupied , i.e. , the 2des is completely compressible as depicted in fig . 
 [ fig:2]f . 
 the central panel in fig . 
 [ fig:2 ] shows the measured potential difference between the inner contacts @xmath23 ( broken ( blue ) line ) , the hall potential @xmath22 ( solid thin line ) and the potential difference between contacts 3 and 4 ( thick ( red ) solid line ) , @xmath42 . in the graphical demonstrations ( a - f ) the electron density variation is depicted by the colour gradient ( green ) , which vanishes ( white ) near both the inner ( red square boxes ) and the source - drain contacts ( yellow , rectangular boxes ) . 
 the black coloured areas correspond to incompressible ( constant density ) regions . 
 it is worth to note that , sketching the density gradient and its behaviour near the contacts is well justified both experimentally and theoretically . 
 @xcite we see that for @xmath51 ( case f ) @xmath22 and @xmath42 increase ( almost ) linearly , whereas , @xmath23 considerably small . 
 this behaviour suggests that the bulk of the 2des acts as a poorly conducting metal , as predicted . 
 we explain the behaviour of @xmath23 by modelling the bulk as serially connected resistances , composed of the inner contact resistance(s ) @xmath43 and the resistance of the 2des between contacts @xmath44 . decreasing the magnetic field , results in the quantisation of @xmath22 and an increase in @xmath23 , whereas @xmath42 remains non - zero ( case e ) . 
 we elucidate these behaviours as follows : the region between contacts 1 and 4 becomes incompressible and decouples the hall contacts and yielding a perfect quantisation . 
 however due to the density gradient induced by the inner contacts , the entire bulk is not incompressible . 
 we model this situation by a resistance and a capacitor ( @xmath45 ) connected in parallel . since the capacitance approaches zero due to @xmath52 , all the measured potential results from @xmath44 and @xmath43 . 
 in addition there are regions between the contacts 3 and 4 where scattering takes place , yielding a non - zero @xmath42 . 
 notice that , @xmath42 approaches zero in the e@xmath53 case since the resistance along the leaky incompressible strip is reduced compared to a fully compressible bulk , as in case e@xmath54 . lowering @xmath3 
 further , results in formation of a bulk incompressible region , hence insulating state , spread all over the sample : case d. here , qhe is well developed and @xmath23 becomes remarkably large and is bound by a cutoff voltage , which we attribute to finite tdos at @xmath4 . 
 namely , since @xmath55 , where @xmath56 is the excess current , the impedance reads @xmath57 constant . at a lower @xmath3 the bulk incompressible region 
 splits into strips , two of which reside along the edges and the other two encircling the inner contacts . 
 the edge strips decouple hall contacts and , simultaneously , the encircling strips decouple the inner contacts due to their approximately infinite capacitance , resulting in a constant @xmath23 , known as the corbino effect . 
 @xcite note that , from the plotted measurements one can not quantitatively determine the boundary between case ( c ) and ( d ) , however , when we discuss the temperature effects this transition will become clear . 
 the cardinal situation is where the encircling strips become thermodynamically compressible , i.e. similar to a leaky capacitor depicted by broken lines as depicted in case e@xmath53 , whereas the edge strips are still well decoupling as shown in fig . 
 [ fig:2]b by solid strips . in short , 
 the evanescent encircling strips can be considered as leaky capacitors and the impedance between inner contacts is modelled similar to that of case ( f ) . on the other hand , 
 the edge strips are sufficiently wide , due to smoother edge density profile compared to that of in front of the inner contacts , and therefore decouple hall contacts yielding a plateau . 
 the edge strips connect contacts 3 - 4 , hence , @xmath42 is still zero . 
 the situation in case ( a ) is trivial , where the edge strips also become transparent to hall voltage and iqhe fades . 
 now , we are obliged to answer questions asked at the end of the previous section . 
 @xmath23 is constant only in a certain @xmath3 subinterval since the inner contacts are only decoupled by the incompressible bulk ( case d ) or by the encircling incompressible strips ( case c ) for a specific @xmath3 interval and the observed asymmetry is a direct result of incompressible state distribution depending on @xmath3 . 
 namely at low field side it is due to encircling strips whereas at high field side it emanates from the bulk incompressible region . 
 our model also covers the @xmath58 and 2/3 plateaus , by lifting the assumption on spin effects and taking the energy gap to be the zeeman gap for @xmath58 and the many - body gap for @xmath59 . 
 interestingly , for all other visible plateaus we do not observe the saturated @xmath23 , which suggests that the 2des does not comprise an entire incompressible bulk . 
 note that , for @xmath60 and 4 the maximum value of the spikes hits the constant value @xmath61 1.35 mv . 
 as the incompressibility conditions of the edge or encircling strips are critical to determine the transition from case ( c ) to ( d ) , it is worth to investigate the effect of temperature on the observed features , by which we can also test our constant tdos argument . 
 one expects that , an increase in @xmath62 will result in decrease of the saturation value of @xmath23 which indirectly measures the available states at @xmath4 . 
 in addition , the incompressible regions will shrink in their widths at higher temperatures , hence the @xmath3 interval that we observe saturated @xmath23 will also decrease . 
 this will allow us to determine qualitatively the transition between case ( c ) and ( d ) . 
 fig . 
 [ fig:3 ] plots the temperature dependence of @xmath23 together with @xmath22 . 
 the experimental findings strongly follow our expectations , such that the saturation value decreases ( @xmath63 ) meanwhile subinterval shrinks till the thermal energy overcomes the energy gap . 
 remarkably , we can identify the largest incompressible bulk at @xmath64 for @xmath40 from the maxima of @xmath23 , where the slope traces the spatial extend of the bulk incompressible region . 
 notice that , the encircling strips decay faster due to thermal broadening of the tdos , which makes easy for electrons to scatter across the incompressible strips , hence become leaky . 
 similar line of argumentation also holds for @xmath58 , however , for the focused fractional state @xmath59 the maxima shifts to the high field edge of the plateau interval . 
 we attribute this effect to different activation behaviour of the many - body gap . 
 temperature dependency of @xmath23 completes our experimental investigation . 
 * conclusion *    we have reported on the bulk transport measurements of a geometrically modified hall bar . 
 on one hand we experimentally evidenced that it is possible to observe quantized hall effect even if the bulk is not entirely incompressible , however , we simultaneously showed that it is also possible to observe quantized conductance if an incompressible strip resides at the edges preventing scattering between the hall contacts . on the other hand , the incompressible bulk based topological theories are well justified at certain magnetic intervals also for finite size and non - periodically bound systems . 
 in addition we showed that , the incompressible strips narrower than the thermodynamical length scales are prone to become leaky in the plateau - to - plateau transition intervals . for the iqhe , remarkably , there exists only a single incompressible strip with a given integer filling factor , in contradiction to single particle theories . 
 nevertheless , note that the berry flux enclosed in real space comprised by the incompressible strip equals to the number of fully occupied landau levels , hence , the chern number is still determining the hall conductance . 
 new experiments based on the screening theory outlined here would be significantly important to determine interrelation between the topological insulators and quantized hall effect which even could be extended to non - abelian states ."
2600,"the analysis of the early star formation history ( sfh ) of nearby galaxies , ob","the analysis of the early star formation history ( sfh ) of nearby galaxies , obtained from their resolved stellar populations is relevant as a test for cosmological models . 
 however , the early time resolution of observationally derived sfhs is limited by several factors . 
 thus , direct comparison of observationally derived sfhs with those derived from theoretical models of galaxy formation is potentially biased . 
 here we investigate and quantify this effect . 
 for this purpose , we analyze the duration of the early star formation activity in a sample of four local group dwarf galaxies and test whether they are consistent with being true fossils of the pre - reionization era ; i.e. , if the quenching of their star formation occurred before cosmic reionization by uv photons was completed . 
 two classical dsph ( cetus and tucana ) and two dtrans ( lgs-3 and phoenix ) isolated galaxies with total stellar masses between @xmath0 to @xmath1 m@xmath2 have been studied . 
 accounting for time resolution effects , the sfhs peak as much as 1.25 gyr earlier than the optimal solutions . 
 thus , this effect is important for a proper comparison of model and observed sfhs . 
 it is also shown that none of the analyzed galaxies can be considered a true - fossil of the pre - reionization era , although it is possible that the _ 
 outer regions _ of cetus and tucana are consistent with quenching by reionization ."
2601,we analyze the behavior of an ensemble of inertial particles in a one - dimensio,"we analyze the behavior of an ensemble of inertial particles in a one - dimensional smooth gaussian velocity field , in the limit of large inertia , but considering a finite correlation time for the random field . 
 the amplitude of the concentration fluctuations is characterized by slow decay at large inertia and a much larger correlation length than that of the random field . 
 the fluctuation structure in velocity space is very different from predictions from short - time correlated random velocity fields , with only few particle pairs crossing at sufficiently small relative velocity to produce correlations . 
 concentration fluctuations are associated with depletion of the relative velocity variance of colliding particles . 
 v *o * = cmr10 at 24truept = cmbx10 at 15truept"
2602,texture specific fermion mass matrices have played an important role in understa,"texture specific fermion mass matrices have played an important role in understanding several features of fermion masses and mixings . in the present work , 
 we have given an overview of all possible cases of fritzsch - like as well as non fritzsch - like texture 6 and 5 zero fermion mass matrices . 
 further , for the case of texture 4 zero fritzsch - like quark mass matrices , the issue of the hierarchy of the elements of the mass matrices and the role of their phases have been discussed . 
 furthermore , the case of texture 4 zero fritzsch - like lepton mass matrices has also been discussed with an emphasis on the hierarchy of neutrino masses for both majorana and dirac neutrinos ."
2603,"within the standard model , we investigate the semi - leptonic weak decays of @x","within the standard model , we investigate the semi - leptonic weak decays of @xmath0 . 
 the various form factors of @xmath0 transiting to a single charmed meson ( @xmath1 ) are studied in the framework of the qcd sum rules . 
 these form factors fully determine the rates of the weak semi - leptonic decays of @xmath0 and provide valuable information about the non - perturbative qcd effects . 
 our results indicate that the decay rate of the semi - leptonic weak decay mode @xmath2 is at order of @xmath3 ."
2604,we analyze two regions of the quiet sun ( @xmath0  mm@xmath1 ) observed at high,"we analyze two regions of the quiet sun ( @xmath0  mm@xmath1 ) observed at high spatial resolution ( @xmath2100  km ) in polarized light by the imax spectropolarimeter onboard the sunrise balloon . 
 we identify 497 small - scale ( @xmath3400  km ) magnetic loops , appearing at an effective rate of 0.25  loop  h@xmath4  arcsec@xmath5 ; further , we argue that this number and rate are underestimated by @xmath330% . however , we find that these small dipoles do not appear uniformly on the solar surface : their spatial distribution is rather filamentary and clumpy , creating _ 
 dead calm _ areas , characterized by a very low magnetic signal and a lack of organized loop - like structures at the detection level of our instruments , that can not be explained as just statistical fluctuations of a poisson spatial process . 
 we argue that this is an intrinsic characteristic of the mechanism that generates the magnetic fields in the very quiet sun . 
 the spatio - temporal coherences and the clumpy structure of the phenomenon suggest a recurrent , intermittent mechanism for the generation of magnetic fields in the quietest areas of the sun ."
2605,"the magnetic fields affect collapse of molecular cloud cores . here , we conside","the magnetic fields affect collapse of molecular cloud cores . here , we consider a collapsing core with an axial magnetic field and investigate its effect on infall of matter and formation of accretion disk . 
 for this purpose , the equations of motion of ions and neutral infalling particles are numerically solved to obtain the streamlines of trajectories . 
 the results show that in non - steady state of ionization and ion - neutral coupling , which is not unexpected in the case of infall , the radius of accretion disk will be larger as a consequence of axial magnetic field ."
2606,the peaceman - rachford splitting method is very efficient for minimizing sum of,"the peaceman - rachford splitting method is very efficient for minimizing sum of two functions each depends on its variable , and the constraint is a linear equality . 
 however , its convergence was not guaranteed without extra requirements . very recently , he _ et al . _ 
 ( siam j. optim . 24 : 1011 - 1040 , 2014 ) proved the convergence of a strictly contractive peaceman - rachford splitting method by employing a suitable underdetermined relaxation factor . 
 in this paper , we further extend the so - called strictly contractive peaceman - rachford splitting method by using two different relaxation factors , and to make the method more flexible , we introduce semi - proximal terms to the subproblems . 
 we characterize the relation of these two factors , and show that one factor is always underdetermined while the other one is allowed to be larger than 1 . 
 such a flexible conditions makes it possible to cover the glowinski s admm whith larger stepsize . 
 we show that the proposed modified strictly contractive peaceman - rachford splitting method is convergent and also prove @xmath0 convergence rate in ergodic and nonergodic sense , respectively . 
 the numerical tests on an extensive collection of problems demonstrate the efficiency of the proposed method .    * 
 key words * : semi - proximal , strictly contractive , peaceman - rachford splitting method , convex minimization , convergence rate ."
2607,coherent control of femtosecond two - photon absorption in the intermediate - fi,"coherent control of femtosecond two - photon absorption in the intermediate - field regime is analyzed in detail in the powerful frequency domain using an extended 4@xmath0-order perturbative description . 
 the corresponding absorption is coherently induced by the weak - field non - resonant two - photon transitions as well as by four - photon transitions involving three absorbed photons and one emitted photons . 
 the interferences between these two groups of transitions lead to a difference between the intermediate - field and weak - field absorption dynamics . 
 the corresponding interference nature ( constructive or destructive ) strongly depends on the detuning direction of the pulse spectrum from half the two - photon transition frequency . 
 the model system of the study is atomic sodium , for which both experimental and theoretical results are obtained . 
 the detailed understanding obtained here serves as a basis for coherent control with rationally - shaped femtosecond pulses in a regime of sizable absorption yields ."
2608,in this paper we provide a characterization of intrinsic lipschitz graphs in the,"in this paper we provide a characterization of intrinsic lipschitz graphs in the sub - riemannian heisenberg groups in terms of their distributional gradients . 
 moreover , we prove the equivalence of different notions of continuous weak solutions to the equation @xmath0_{t}=w$ ] , where @xmath1 is a bounded measurable function depending on @xmath2 ."
2609,_ the objective of this paper is twofold : ( i ) to survey existing results of g,"_ the objective of this paper is twofold : ( i ) to survey existing results of generalized polynomials on time scales , covering definitions and properties for both delta and nabla derivatives ; ( ii ) to extend previous results by using the more general notion of diamond - alpha derivative on time scales . 
 we introduce a new notion of combined - polynomial series on a time scale , as a convex linear combination of delta and nabla generalized series . 
 main results are formulated for homogenous time scales . as an example , we compute diamond - alpha derivatives on time scales for delta and nabla exponential functions 
 . _    * keywords : * time scales , diamond-@xmath0 derivatives , generalized polynomials , generalized series .    * 
 2000 mathematics subject classification : * 40c99 , 39a13 , 40a30 ."
2610,the period changes of six eclipsing binaries have been studied with focus on the,the period changes of six eclipsing binaries have been studied with focus on the light - time effect . with the least squares method we also calculated parameters of such effect and properties of the unresolved body in these systems . with these results we discussed probability of presence of such bodies in the systems with respect to possible confirmation by another method . in two systems we also suggested a hypothesis of fourth body or magnetic activity for explanation of the `` second - order variability '' after subtraction of the light - time effect of the third body .
2611,the recent discoveries of circumbinary planets by @xmath0 raise questions for co,"the recent discoveries of circumbinary planets by @xmath0 raise questions for contemporary planet formation models . understanding how these planets form requires characterizing their formation environment , the circumbinary protoplanetary disc , and how the disc and binary interact and change as a result . 
 the central binary excites resonances in the surrounding protoplanetary disc that drive evolution in both the binary orbital elements and in the disc . to probe how these interactions impact binary eccentricity and disk structure evolution , n - body smooth particle hydrodynamics ( sph ) simulations of gaseous protoplanetary discs surrounding binaries based on kepler 38 were run for @xmath1 binary periods for several initial binary eccentricities . 
 we find that nearly circular binaries weakly couple to the disc via a parametric instability and excite disc eccentricity growth . 
 eccentric binaries strongly couple to the disc causing eccentricity growth for both the disc and binary . 
 discs around sufficiently eccentric binaries that strongly couple to the disc develop an @xmath2 spiral wave launched from the 1:3 eccentric outer lindblad resonance ( eolr ) that corresponds to an alignment of gas particle longitude of periastrons . 
 all systems display binary semimajor axis decay due to dissipation from the viscous disc . 
 = 1    [ firstpage ]    binaries : general  hydrodynamics  protoplanetary discs"
